VPOL.1	TPHA.1	TBLA.1	NDAI.1	NCAS.1	KNAG.1	KAFR.1	CGLA.1	SUVACBS7001.1	SMIKIFO1815.1	SCERREF.1	ANC	ZROU	TDEL	KLAC	EGOS	ECYM	LKLU	LTHE	LWAL	SCERREF.2	SMIKIFO1815.2	SUVACBS7001.2	CGLA.2	KAFR.2	KNAG.2	NCAS.2	NDAI.2	TBLA.2	TPHA.2	VPOL.2
VPOL_Kpol_1024.17	TPHA_TPHA0C02400	TBLA_TBLA0H00960	NDAI_NDAI0B05460	NCAS_NCAS0B03080	KNAG_KNAG0A04730	KAFR_KAFR0B06130	CGLA_CAGL0F05731g	SUVACBS7001_Suva_2.350	SMIKIFO1815_Smik_4.432	SCERREF_YDR183W	ANC_Anc_8.385	ZROU_ZYRO0C04004g	TDEL_TDEL0F05090	KLAC_KLLA0D18282g	EGOS_AGL129W	ECYM_Ecym_4182	LKLU_SAKL0H13948g	LTHE_KLTH0F08756g	LWAL_Kwal_23.3313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1057.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	SCERREF_YCR105W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G10318g	TDEL_TDEL0F02300	NA	NA	NA	LKLU_SAKL0H22088g	LTHE_KLTH0E07964g	LWAL_Kwal_47.17532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0C03020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	KNAG_KNAG0G01080	NA	NA	SUVACBS7001_Suva_5.178	SMIKIFO1815_Smik_5.200	SCERREF_YER066W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_15.9	NA	SCERREF_YOL152W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_4.554	SMIKIFO1815_Smik_2.435	SCERREF_YBR294W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1024.15	TPHA_TPHA0C02380	TBLA_TBLA0H00950	NDAI_NDAI0B05470	NCAS_NCAS0B03070	KNAG_KNAG0A04720	KAFR_KAFR0B06140	CGLA_CAGL0F05709g	SUVACBS7001_Suva_2.353	SMIKIFO1815_Smik_4.434	SCERREF_YDR184C	ANC_Anc_8.387	ZROU_ZYRO0C04048g	TDEL_TDEL0F05110	KLAC_KLLA0D18326g	EGOS_AGL127C	ECYM_Ecym_4180	LKLU_SAKL0H13904g	LTHE_KLTH0F08712g	LWAL_Kwal_23.3307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	TPHA_TPHA0H02560	TBLA_TBLA0A04790	NA	NCAS_NCAS0I00580	KNAG_KNAG0L00640	KAFR_KAFR0D01350	NA	SUVACBS7001_Suva_15.190	SMIKIFO1815_Smik_15.190	NA	ANC_Anc_7.105	ZROU_ZYRO0G01452g	NA	KLAC_KLLA0C16511g	NA	NA	LKLU_SAKL0F11176g	LTHE_KLTH0H01650g	LWAL_Kwal_56.24573	SCERREF_YOR012W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_2.436	SCERREF_YBR295W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_6.3	SMIKIFO1815_Smik_6.26	SCERREF_YFL050C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_13.4	SMIKIFO1815_Smik_7.3	SCERREF_YGL258W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SCERREF_YER187W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1043.44	TPHA_TPHA0C02370	TBLA_TBLA0H00930	NDAI_NDAI0G02260	NCAS_NCAS0C02930	KNAG_KNAG0A02720	KAFR_KAFR0H01990	CGLA_CAGL0G08195g	SUVACBS7001_Suva_2.354	SMIKIFO1815_Smik_4.435	SCERREF_YDR185C	ANC_Anc_8.388	ZROU_ZYRO0C04070g	TDEL_TDEL0F05120	KLAC_KLLA0D18348g	EGOS_AGL126C	ECYM_Ecym_4179	LKLU_SAKL0H13882g	LTHE_KLTH0F08690g	LWAL_Kwal_23.3305	SCERREF_YLR168C	SMIKIFO1815_Smik_12.230	SUVACBS7001_Suva_10.267	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KLAC_KLLA0A12045g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EGOS_AGL359C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_16.280	SMIKIFO1815_Smik_16.199	SCERREF_YPL036W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0B05420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_339.7	TPHA_TPHA0E01170	TBLA_TBLA0C03520	NA	NA	KNAG_KNAG0B02010	KAFR_KAFR0K02230	CGLA_CAGL0H07293g	SUVACBS7001_Suva_2.482	SMIKIFO1815_Smik_4.567	SCERREF_YDR314C	ANC_Anc_5.340	ZROU_ZYRO0C14300g	NA	NA	NA	NA	LKLU_SAKL0G09262g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_1.63	SMIKIFO1815_Smik_1.63	SCERREF_YAL005C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1030.4	TPHA_TPHA0L00900	TBLA_TBLA0H03190	NDAI_NDAI0B05480	NCAS_NCAS0B03060	KNAG_KNAG0A04700	KAFR_KAFR0B06150	CGLA_CAGL0F05687g	SUVACBS7001_Suva_2.355	SMIKIFO1815_Smik_4.436	SCERREF_YDR186C	ANC_Anc_8.390	ZROU_ZYRO0C04114g	TDEL_TDEL0F05140	KLAC_KLLA0D18392g	EGOS_AGL124C	ECYM_Ecym_4177	LKLU_SAKL0H13838g	LTHE_KLTH0F08646g	LWAL_Kwal_23.3294	NA	NA	NA	NA	NA	NA	NA	NA	TBLA_TBLA0H00910	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_13.185	SMIKIFO1815_Smik_13.182	SCERREF_YMR018W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_13.184	SMIKIFO1815_Smik_13.181	SCERREF_YMR017W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1049.19	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_15.415	NA	SCERREF_YCR106W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0H00780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_16.47	SMIKIFO1815_Smik_6.461	SCERREF_YPL258C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NDAI_NDAI0I02450	NCAS_NCAS0D02420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0C05270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	CGLA_CAGL0E05170g	SUVACBS7001_Suva_7.108	SMIKIFO1815_Smik_7.116	SCERREF_YGL157W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_520.20	TPHA_TPHA0B01560	TBLA_TBLA0F01500	NDAI_NDAI0A01330	NCAS_NCAS0A14690	KNAG_KNAG0B02150	KAFR_KAFR0K02110	CGLA_CAGL0M09449g	SUVACBS7001_Suva_2.16	SMIKIFO1815_Smik_2.18	SCERREF_YBL101C	ANC_Anc_7.436	ZROU_ZYRO0F13178g	TDEL_TDEL0C02990	KLAC_KLLA0E06557g	EGOS_ADR065W	ECYM_Ecym_8085	LKLU_SAKL0F13530g	LTHE_KLTH0C05588g	LWAL_Kwal_27.10604	SCERREF_YPR030W	SMIKIFO1815_Smik_16.274	SUVACBS7001_Suva_16.360	CGLA_CAGL0K05247g	KAFR_KAFR0G01120	KNAG_KNAG0C04350	NCAS_NCAS0E02970	NDAI_NDAI0E04570	TBLA_TBLA0I00950	TPHA_TPHA0E00640	VPOL_Kpol_1010.28
VPOL_Kpol_1043.48	TPHA_TPHA0C02340	TBLA_TBLA0H00890	NDAI_NDAI0G02220	NCAS_NCAS0C02890	KNAG_KNAG0A02680	KAFR_KAFR0H01950	CGLA_CAGL0G08272g	NA	SMIKIFO1815_Smik_4.437	SCERREF_YDR188W	ANC_Anc_8.393	ZROU_ZYRO0C04180g	TDEL_TDEL0F05170	KLAC_KLLA0D18458g	EGOS_AGL121W	ECYM_Ecym_4174	LKLU_SAKL0H13772g	LTHE_KLTH0F08580g	LWAL_Kwal_23.3279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	KAFR_KAFR0I02690	NA	SUVACBS7001_Suva_13.509	SMIKIFO1815_Smik_13.533	SCERREF_YMR316W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1057.26	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_11.2	NA	SCERREF_YOR385W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	CGLA_CAGL0K08338g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LTHE_KLTH0C01166g	LWAL_Kwal_14.977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_16.41	SMIKIFO1815_Smik_6.472	SCERREF_YPL264C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SCERREF_YEL071W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0H00160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	TPHA_TPHA0L00810	NA	NDAI_NDAI0H01280	NCAS_NCAS0F00790	KNAG_KNAG0G01040	KAFR_KAFR0K01230	CGLA_CAGL0F01419g	SUVACBS7001_Suva_15.188	SMIKIFO1815_Smik_9.181	SCERREF_YIL013C	ANC_Anc_7.123a	NA	NA	NA	EGOS_AFR326W	ECYM_Ecym_1222	LKLU_SAKL0F04312g	NA	NA	SCERREF_YOR011W	SMIKIFO1815_Smik_15.185	SUVACBS7001_Suva_9.192	NA	KAFR_KAFR0G03010	NA	NA	NA	TBLA_TBLA0A01150	NA	NA
NA	NA	NA	NDAI_NDAI0F00960	NCAS_NCAS0D04920	KNAG_KNAG0D03090	NA	NA	SUVACBS7001_Suva_9.244	SMIKIFO1815_Smik_9.232	SCERREF_YIR028W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1030.3	TPHA_TPHA0L00910	TBLA_TBLA0H03200	NA	NCAS_NCAS0C02880	KNAG_KNAG0A02670	KAFR_KAFR0H01940	CGLA_CAGL0F05665g	SUVACBS7001_Suva_2.358	SMIKIFO1815_Smik_4.438	SCERREF_YDR189W	ANC_Anc_8.394	ZROU_ZYRO0C04202g	TDEL_TDEL0F05180	KLAC_KLLA0D18480g	EGOS_AGL120W	ECYM_Ecym_4173	LKLU_SAKL0H13750g	LTHE_KLTH0F08558g	LWAL_Kwal_23.3275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NDAI_NDAI0F00990	NCAS_NCAS0D04890	KNAG_KNAG0D03110	NA	NA	SUVACBS7001_Suva_9.247	SMIKIFO1815_Smik_9.235	SCERREF_YIR031C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_15.416	SMIKIFO1815_Smik_8.299	SCERREF_YHR209W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	CGLA_CAGL0H00418g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_449.2	NA	NA	NDAI_NDAI0K01650	NCAS_NCAS0D04160	NA	NA	CGLA_CAGL0A02277g	SUVACBS7001_Suva_3.163	SMIKIFO1815_Smik_3.26	SCERREF_YCL049C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1030.2	TPHA_TPHA0L00920	TBLA_TBLA0H00880	NDAI_NDAI0G02200	NCAS_NCAS0C02870	KNAG_KNAG0A02660	KAFR_KAFR0H01930	CGLA_CAGL0F05643g	SUVACBS7001_Suva_2.359	SMIKIFO1815_Smik_4.439	SCERREF_YDR190C	ANC_Anc_8.395	ZROU_ZYRO0C04224g	TDEL_TDEL0F05190	KLAC_KLLA0D18502g	EGOS_AGL119C	ECYM_Ecym_4172	LKLU_SAKL0H13728g	LTHE_KLTH0F08536g	LWAL_Kwal_23.3268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0G01860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0G03840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0F02730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0J01960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1030.1	TPHA_TPHA0L00930	TBLA_TBLA0H03210	NDAI_NDAI0B05490	NCAS_NCAS0B03050	KNAG_KNAG0A04690	KAFR_KAFR0B06160	CGLA_CAGL0F05621g	SUVACBS7001_Suva_2.360	SMIKIFO1815_Smik_4.440	SCERREF_YDR191W	ANC_Anc_8.396	ZROU_ZYRO0C04246g	TDEL_TDEL0F05200	KLAC_KLLA0D18535g	EGOS_AGL118W	ECYM_Ecym_4171	LKLU_SAKL0H13706g	LTHE_KLTH0F08514g	LWAL_Kwal_23.3264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0G01700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0F00250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0D04560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0A00400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1043.49	TPHA_TPHA0C02330	TBLA_TBLA0H00870	NDAI_NDAI0B05500	NCAS_NCAS0B03040	KNAG_KNAG0A04680	KAFR_KAFR0B06165	CGLA_CAGL0F05599g	SUVACBS7001_Suva_2.361	SMIKIFO1815_Smik_4.441	SCERREF_YDR192C	ANC_Anc_8.398	ZROU_ZYRO0C04290g	TDEL_TDEL0F05220	KLAC_Klac_YGOB_Anc_8.398	EGOS_AGL116C	ECYM_Ecym_4169	LKLU_SAKL0H13662g	LTHE_KLTH0F08470g	LWAL_Kwal_23.3258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NDAI_NDAI0B00710	NCAS_NCAS0E04090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0E04200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0B05130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0D01210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1057.15	TPHA_TPHA0N01880	TBLA_TBLA0C01020	NDAI_NDAI0C00150	NCAS_NCAS0H03550	KNAG_KNAG0H00150	KAFR_KAFR0C03810	CGLA_CAGL0L09845g	SUVACBS7001_Suva_11.203	SMIKIFO1815_Smik_11.231	SCERREF_YKL023W	ANC_Anc_2.666	ZROU_ZYRO0D00550g	TDEL_TDEL0B07610	KLAC_KLLA0E08031g	EGOS_ACR169C	NA	LKLU_SAKL0G19734g	LTHE_KLTH0C00550g	LWAL_Kwal_14.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0A14100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0B01550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0A06420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_340.2	TPHA_TPHA0L00960	TBLA_TBLA0H03240	NDAI_NDAI0C04680	NCAS_NCAS0B03030	KNAG_KNAG0A04660	KAFR_KAFR0B06170	CGLA_CAGL0F05577g	SUVACBS7001_Suva_2.362	SMIKIFO1815_Smik_4.442	SCERREF_YDR194C	ANC_Anc_8.402	ZROU_ZYRO0C04378g	TDEL_TDEL0F05260	KLAC_KLLA0D18667g	EGOS_AGL112C	ECYM_Ecym_4165	LKLU_SAKL0H13574g	LTHE_KLTH0F08382g	LWAL_Kwal_23.3235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NDAI_NDAI0I02510	NCAS_NCAS0D02410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0A00530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0A09880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0I03030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0H01110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0I02590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0A10860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1064.53	TPHA_TPHA0C02300	TBLA_TBLA0H00830	NDAI_NDAI0C04690	NCAS_NCAS0B03020	KNAG_KNAG0A04650	KAFR_KAFR0B06180	CGLA_CAGL0G08382g	SUVACBS7001_Suva_2.363	SMIKIFO1815_Smik_4.443	SCERREF_YDR195W	ANC_Anc_8.403	ZROU_ZYRO0C04400g	TDEL_TDEL0F05270	KLAC_KLLA0D18689g	EGOS_AGL111W	ECYM_Ecym_4164	LKLU_SAKL0H13552g	LTHE_KLTH0F08360g	LWAL_Kwal_23.3229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0G01410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0G01890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0F02610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_340.3	TPHA_TPHA0L00970	TBLA_TBLA0H03250	NDAI_NDAI0C04700	NCAS_NCAS0B03010	KNAG_KNAG0A04640	KAFR_KAFR0B06190	CGLA_CAGL0F05555g	SUVACBS7001_Suva_2.364	SMIKIFO1815_Smik_4.444	SCERREF_YDR196C	ANC_Anc_8.404	ZROU_ZYRO0C04422g	TDEL_TDEL0F05280	KLAC_KLLA0D18711g	EGOS_AGL110C	ECYM_Ecym_4163	LKLU_SAKL0H13530g	LTHE_KLTH0F08338g	LWAL_Kwal_23.3228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0A10520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0B02340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0B02890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_340.4	TPHA_TPHA0L00980	TBLA_TBLA0H03260	NDAI_NDAI0C04710	NCAS_NCAS0B03000	KNAG_KNAG0A04630	KAFR_KAFR0B06200	CGLA_CAGL0F05533g	SUVACBS7001_Suva_2.365	SMIKIFO1815_Smik_4.445	SCERREF_YDR197W	ANC_Anc_8.405	ZROU_ZYRO0C04444g	TDEL_TDEL0F05290	KLAC_KLLA0D18733g	EGOS_AGL109W	ECYM_Ecym_4162	LKLU_SAKL0H13508g	LTHE_KLTH0F08316g	LWAL_Kwal_23.3225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0H01520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NDAI_NDAI0D03010	NCAS_NCAS0A06040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0A08830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0F04100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0B03170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NCAS_NCAS0C05130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
